timestamp,value,unit
2024-01-01 10:05:00,725.31,lux
2024-01-01 10:10:00,899.02,lux
2024-01-01 10:15:00,778.29,lux
2024-01-01 10:20:00,852.65,lux
2024-01-01 10:25:00,752.26,lux
2024-01-01 10:30:00,735.02,lux
2024-01-01 10:35:00,808.42,lux
2024-01-01 10:40:00,801.28,lux
2024-01-01 10:45:00,847.98,lux
2024-01-01 10:50:00,773.14,lux
2024-01-01 10:55:00,616.36,lux
2024-01-01 11:00:00,756.72,lux
2024-01-01 11:05:00,879.38,lux
2024-01-01 11:10:00,770.26,lux
2024-01-01 11:15:00,775.36,lux
2024-01-01 11:20:00,898.64,lux
2024-01-01 11:25:00,728.8,lux
2024-01-01 11:30:00,645.72,lux
2024-01-01 11:35:00,783.94,lux
2024-01-01 11:40:00,751.58,lux
2024-01-01 11:45:00,703.38,lux
2024-01-01 11:50:00,782.46,lux
2024-01-01 11:55:00,849.15,lux
2024-01-01 12:00:00,799.07,lux
2024-01-01 12:05:00,830.7,lux
2024-01-01 12:10:00,981.34,lux
2024-01-01 12:15:00,765.71,lux
2024-01-01 12:20:00,827.83,lux
2024-01-01 12:25:00,749.08,lux
2024-01-01 12:30:00,715.36,lux
2024-01-01 12:35:00,741.51,lux
2024-01-01 12:40:00,752.12,lux
2024-01-01 12:45:00,835.95,lux
2024-01-01 12:50:00,1034.91,lux
2024-01-01 12:55:00,728.4,lux
2024-01-01 13:00:00,758.34,lux
2024-01-01 13:05:00,793.69,lux
2024-01-01 13:10:00,839.58,lux
2024-01-01 13:15:00,826.36,lux
2024-01-01 13:20:00,928.41,lux
2024-01-01 13:25:00,557.36,lux
2024-01-01 13:30:00,561.31,lux
2024-01-01 13:35:00,750.41,lux
2024-01-01 13:40:00,909.73,lux
2024-01-01 13:45:00,643.44,lux
2024-01-01 13:50:00,499.24,lux
2024-01-01 13:55:00,857.12,lux
2024-01-01 14:00:00,824.37,lux
2024-01-01 14:05:00,690.98,lux
2024-01-01 14:10:00,701.45,lux
2024-01-01 14:15:00,703.03,lux
2024-01-01 14:20:00,811.05,lux
2024-01-01 14:25:00,737.37,lux
2024-01-01 14:30:00,849.41,lux
2024-01-01 14:35:00,514.54,lux
2024-01-01 14:40:00,714.31,lux
2024-01-01 14:45:00,687.39,lux
2024-01-01 14:50:00,774.37,lux
2024-01-01 14:55:00,746.2,lux
2024-01-01 15:00:00,879.78,lux
2024-01-01 15:05:00,614.07,lux
2024-01-01 15:10:00,804.55,lux
2024-01-01 15:15:00,855.83,lux
2024-01-01 15:20:00,985.66,lux
2024-01-01 15:25:00,751.82,lux
2024-01-01 15:30:00,832.45,lux
2024-01-01 15:35:00,619.61,lux
2024-01-01 15:40:00,560.8,lux
2024-01-01 15:45:00,884.48,lux
2024-01-01 15:50:00,799.44,lux
2024-01-01 15:55:00,917.85,lux
2024-01-01 16:00:00,131.33,lux
2024-01-01 16:05:00,226.0,lux
2024-01-01 16:10:00,293.44,lux
2024-01-01 16:15:00,220.99,lux
2024-01-01 16:20:00,213.83,lux
2024-01-01 16:25:00,200.43,lux
2024-01-01 16:30:00,121.46,lux
2024-01-01 16:35:00,267.78,lux
2024-01-01 16:40:00,169.46,lux
2024-01-01 16:45:00,225.22,lux
2024-01-01 16:50:00,121.85,lux
2024-01-01 16:55:00,141.03,lux
2024-01-01 17:00:00,271.75,lux
2024-01-01 17:05:00,182.63,lux
2024-01-01 17:10:00,272.66,lux
2024-01-01 17:15:00,196.09,lux
2024-01-01 17:20:00,107.91,lux
2024-01-01 17:25:00,244.6,lux
2024-01-01 17:30:00,170.51,lux
2024-01-01 17:35:00,234.93,lux
2024-01-01 17:40:00,201.26,lux
2024-01-01 17:45:00,122.84,lux
2024-01-01 17:50:00,208.21,lux
2024-01-01 17:55:00,309.81,lux
2024-01-01 18:00:00,2.46,lux
2024-01-01 18:05:00,0.0,lux
2024-01-01 18:10:00,5.38,lux
2024-01-01 18:15:00,1.05,lux
2024-01-01 18:20:00,1.05,lux
2024-01-01 18:25:00,0.0,lux
2024-01-01 18:30:00,1.17,lux
2024-01-01 18:35:00,5.18,lux
2024-01-01 18:40:00,0.0,lux
2024-01-01 18:45:00,7.12,lux
2024-01-01 18:50:00,0.0,lux
2024-01-01 18:55:00,0.0,lux
2024-01-01 19:00:00,4.99,lux
2024-01-01 19:05:00,0.0,lux
2024-01-01 19:10:00,3.8,lux
2024-01-01 19:15:00,0.0,lux
2024-01-01 19:20:00,0.0,lux
2024-01-01 19:25:00,2.47,lux
2024-01-01 19:30:00,1.45,lux
2024-01-01 19:35:00,0.0,lux
2024-01-01 19:40:00,0.0,lux
2024-01-01 19:45:00,4.65,lux
2024-01-01 19:50:00,0.0,lux
2024-01-01 19:55:00,0.0,lux
2024-01-01 20:00:00,0.0,lux
2024-01-01 20:05:00,0.0,lux
2024-01-01 20:10:00,0.0,lux
2024-01-01 20:15:00,0.0,lux
2024-01-01 20:20:00,0.0,lux
2024-01-01 20:25:00,0.0,lux
2024-01-01 20:30:00,0.0,lux
2024-01-01 20:35:00,1.82,lux
2024-01-01 20:40:00,10.47,lux
2024-01-01 20:45:00,0.0,lux
2024-01-01 20:50:00,5.8,lux
2024-01-01 20:55:00,4.87,lux
2024-01-01 21:00:00,0.0,lux
2024-01-01 21:05:00,1.02,lux
2024-01-01 21:10:00,0.0,lux
2024-01-01 21:15:00,0.93,lux
2024-01-01 21:20:00,7.55,lux
2024-01-01 21:25:00,3.03,lux
2024-01-01 21:30:00,2.54,lux
2024-01-01 21:35:00,0.0,lux
2024-01-01 21:40:00,0.0,lux
2024-01-01 21:45:00,0.0,lux
2024-01-01 21:50:00,6.03,lux
2024-01-01 21:55:00,0.0,lux
2024-01-01 22:00:00,0.0,lux
2024-01-01 22:05:00,0.63,lux
2024-01-01 22:10:00,0.0,lux
2024-01-01 22:15:00,0.0,lux
2024-01-01 22:20:00,0.0,lux
2024-01-01 22:25:00,0.0,lux
2024-01-01 22:30:00,0.0,lux
2024-01-01 22:35:00,3.52,lux
2024-01-01 22:40:00,0.0,lux
2024-01-01 22:45:00,0.0,lux
2024-01-01 22:50:00,0.0,lux
2024-01-01 22:55:00,3.66,lux
2024-01-01 23:00:00,0.0,lux
2024-01-01 23:05:00,0.0,lux
2024-01-01 23:10:00,0.22,lux
2024-01-01 23:15:00,0.0,lux
2024-01-01 23:20:00,2.47,lux
2024-01-01 23:25:00,1.92,lux
2024-01-01 23:30:00,0.0,lux
2024-01-01 23:35:00,5.03,lux
2024-01-01 23:40:00,0.0,lux
2024-01-01 23:45:00,5.64,lux
2024-01-01 23:50:00,0.77,lux
2024-01-01 23:55:00,0.0,lux
2024-01-02 00:00:00,0.0,lux
2024-01-02 00:05:00,0.0,lux
2024-01-02 00:10:00,6.1,lux
2024-01-02 00:15:00,0.0,lux
2024-01-02 00:20:00,0.0,lux
2024-01-02 00:25:00,5.18,lux
2024-01-02 00:30:00,0.0,lux
2024-01-02 00:35:00,4.5,lux
2024-01-02 00:40:00,8.5,lux
2024-01-02 00:45:00,0.0,lux
2024-01-02 00:50:00,3.41,lux
2024-01-02 00:55:00,0.0,lux
2024-01-02 01:00:00,3.77,lux
2024-01-02 01:05:00,1.0,lux
2024-01-02 01:10:00,2.37,lux
2024-01-02 01:15:00,0.0,lux
2024-01-02 01:20:00,0.0,lux
2024-01-02 01:25:00,2.52,lux
2024-01-02 01:30:00,0.0,lux
2024-01-02 01:35:00,0.0,lux
2024-01-02 01:40:00,4.71,lux
2024-01-02 01:45:00,0.96,lux
2024-01-02 01:50:00,9.74,lux
2024-01-02 01:55:00,5.13,lux
2024-01-02 02:00:00,0.0,lux
2024-01-02 02:05:00,0.14,lux
2024-01-02 02:10:00,0.0,lux
2024-01-02 02:15:00,0.0,lux
2024-01-02 02:20:00,0.0,lux
2024-01-02 02:25:00,0.0,lux
2024-01-02 02:30:00,0.0,lux
2024-01-02 02:35:00,0.24,lux
2024-01-02 02:40:00,0.0,lux
2024-01-02 02:45:00,0.0,lux
2024-01-02 02:50:00,2.02,lux
2024-01-02 02:55:00,3.58,lux
2024-01-02 03:00:00,1.14,lux
2024-01-02 03:05:00,0.0,lux
2024-01-02 03:10:00,2.96,lux
2024-01-02 03:15:00,3.4,lux
2024-01-02 03:20:00,1.54,lux
2024-01-02 03:25:00,0.0,lux
2024-01-02 03:30:00,1.38,lux
2024-01-02 03:35:00,5.98,lux
2024-01-02 03:40:00,0.0,lux
2024-01-02 03:45:00,10.49,lux
2024-01-02 03:50:00,0.0,lux
2024-01-02 03:55:00,0.16,lux
2024-01-02 04:00:00,0.0,lux
2024-01-02 04:05:00,1.12,lux
2024-01-02 04:10:00,0.0,lux
2024-01-02 04:15:00,0.0,lux
2024-01-02 04:20:00,0.0,lux
2024-01-02 04:25:00,0.68,lux
2024-01-02 04:30:00,4.97,lux
2024-01-02 04:35:00,3.23,lux
2024-01-02 04:40:00,0.0,lux
2024-01-02 04:45:00,10.21,lux
2024-01-02 04:50:00,1.48,lux
2024-01-02 04:55:00,0.0,lux
2024-01-02 05:00:00,0.79,lux
2024-01-02 05:05:00,0.88,lux
2024-01-02 05:10:00,0.0,lux
2024-01-02 05:15:00,0.99,lux
2024-01-02 05:20:00,0.0,lux
2024-01-02 05:25:00,0.0,lux
2024-01-02 05:30:00,0.0,lux
2024-01-02 05:35:00,0.0,lux
2024-01-02 05:40:00,0.73,lux
2024-01-02 05:45:00,2.93,lux
2024-01-02 05:50:00,2.57,lux
2024-01-02 05:55:00,4.1,lux
2024-01-02 06:00:00,216.22,lux
2024-01-02 06:05:00,173.36,lux
2024-01-02 06:10:00,241.98,lux
2024-01-02 06:15:00,132.12,lux
2024-01-02 06:20:00,154.97,lux
2024-01-02 06:25:00,151.79,lux
2024-01-02 06:30:00,254.0,lux
2024-01-02 06:35:00,247.14,lux
2024-01-02 06:40:00,224.37,lux
2024-01-02 06:45:00,253.6,lux
2024-01-02 06:50:00,156.04,lux
2024-01-02 06:55:00,217.43,lux
2024-01-02 07:00:00,193.74,lux
2024-01-02 07:05:00,242.34,lux
2024-01-02 07:10:00,194.24,lux
2024-01-02 07:15:00,180.75,lux
2024-01-02 07:20:00,227.05,lux
2024-01-02 07:25:00,243.81,lux
2024-01-02 07:30:00,166.58,lux
2024-01-02 07:35:00,196.95,lux
2024-01-02 07:40:00,147.08,lux
2024-01-02 07:45:00,75.1,lux
2024-01-02 07:50:00,210.02,lux
2024-01-02 07:55:00,230.45,lux
2024-01-02 08:00:00,826.21,lux
2024-01-02 08:05:00,605.04,lux
2024-01-02 08:10:00,764.92,lux
2024-01-02 08:15:00,578.17,lux
2024-01-02 08:20:00,936.97,lux
2024-01-02 08:25:00,691.39,lux
2024-01-02 08:30:00,925.54,lux
2024-01-02 08:35:00,894.59,lux
2024-01-02 08:40:00,709.94,lux
2024-01-02 08:45:00,686.72,lux
2024-01-02 08:50:00,835.04,lux
2024-01-02 08:55:00,715.57,lux
2024-01-02 09:00:00,810.25,lux
2024-01-02 09:05:00,751.72,lux
2024-01-02 09:10:00,621.88,lux
2024-01-02 09:15:00,576.95,lux
2024-01-02 09:20:00,822.67,lux
2024-01-02 09:25:00,743.84,lux
2024-01-02 09:30:00,744.69,lux
2024-01-02 09:35:00,869.59,lux
2024-01-02 09:40:00,917.34,lux
2024-01-02 09:45:00,772.75,lux
2024-01-02 09:50:00,765.94,lux
2024-01-02 09:55:00,850.01,lux
2024-01-02 10:00:00,664.31,lux
2024-01-02 10:05:00,822.32,lux
2024-01-02 10:10:00,855.19,lux
2024-01-02 10:15:00,868.02,lux
2024-01-02 10:20:00,606.32,lux
2024-01-02 10:25:00,723.86,lux
2024-01-02 10:30:00,712.17,lux
2024-01-02 10:35:00,809.99,lux
2024-01-02 10:40:00,848.07,lux
2024-01-02 10:45:00,949.67,lux
2024-01-02 10:50:00,750.5,lux
2024-01-02 10:55:00,750.24,lux
2024-01-02 11:00:00,914.97,lux
2024-01-02 11:05:00,829.66,lux
2024-01-02 11:10:00,926.77,lux
2024-01-02 11:15:00,828.87,lux
2024-01-02 11:20:00,684.29,lux
2024-01-02 11:25:00,666.69,lux
2024-01-02 11:30:00,644.85,lux
2024-01-02 11:35:00,866.21,lux
2024-01-02 11:40:00,918.86,lux
2024-01-02 11:45:00,984.94,lux
2024-01-02 11:50:00,884.31,lux
2024-01-02 11:55:00,916.28,lux
2024-01-02 12:00:00,742.0,lux
2024-01-02 12:05:00,684.36,lux
2024-01-02 12:10:00,885.01,lux
2024-01-02 12:15:00,841.77,lux
2024-01-02 12:20:00,810.74,lux
2024-01-02 12:25:00,838.74,lux
2024-01-02 12:30:00,832.32,lux
2024-01-02 12:35:00,928.38,lux
2024-01-02 12:40:00,929.5,lux
2024-01-02 12:45:00,854.42,lux
2024-01-02 12:50:00,884.58,lux
2024-01-02 12:55:00,851.41,lux
2024-01-02 13:00:00,753.88,lux
2024-01-02 13:05:00,875.66,lux
2024-01-02 13:10:00,660.55,lux
2024-01-02 13:15:00,905.39,lux
2024-01-02 13:20:00,680.55,lux
2024-01-02 13:25:00,828.58,lux
2024-01-02 13:30:00,715.48,lux
2024-01-02 13:35:00,855.34,lux
2024-01-02 13:40:00,796.61,lux
2024-01-02 13:45:00,640.52,lux
2024-01-02 13:50:00,842.07,lux
2024-01-02 13:55:00,742.21,lux
2024-01-02 14:00:00,888.11,lux
2024-01-02 14:05:00,800.13,lux
2024-01-02 14:10:00,839.54,lux
2024-01-02 14:15:00,704.24,lux
2024-01-02 14:20:00,741.07,lux
2024-01-02 14:25:00,754.14,lux
2024-01-02 14:30:00,885.67,lux
2024-01-02 14:35:00,967.74,lux
2024-01-02 14:40:00,719.48,lux
2024-01-02 14:45:00,907.68,lux
2024-01-02 14:50:00,583.03,lux
2024-01-02 14:55:00,680.58,lux
2024-01-02 15:00:00,704.12,lux
2024-01-02 15:05:00,664.75,lux
2024-01-02 15:10:00,641.64,lux
2024-01-02 15:15:00,841.3,lux
2024-01-02 15:20:00,778.59,lux
2024-01-02 15:25:00,837.94,lux
2024-01-02 15:30:00,869.05,lux
2024-01-02 15:35:00,826.56,lux
2024-01-02 15:40:00,865.78,lux
2024-01-02 15:45:00,793.05,lux
2024-01-02 15:50:00,681.3,lux
2024-01-02 15:55:00,905.78,lux
2024-01-02 16:00:00,170.54,lux
2024-01-02 16:05:00,153.22,lux
2024-01-02 16:10:00,191.1,lux
2024-01-02 16:15:00,154.36,lux
2024-01-02 16:20:00,179.13,lux
2024-01-02 16:25:00,217.2,lux
2024-01-02 16:30:00,217.42,lux
2024-01-02 16:35:00,155.11,lux
2024-01-02 16:40:00,175.61,lux
2024-01-02 16:45:00,253.72,lux
2024-01-02 16:50:00,224.82,lux
2024-01-02 16:55:00,303.75,lux
2024-01-02 17:00:00,259.01,lux
2024-01-02 17:05:00,257.21,lux
2024-01-02 17:10:00,130.61,lux
2024-01-02 17:15:00,238.19,lux
2024-01-02 17:20:00,197.34,lux
2024-01-02 17:25:00,172.45,lux
2024-01-02 17:30:00,208.4,lux
2024-01-02 17:35:00,247.26,lux
2024-01-02 17:40:00,225.04,lux
2024-01-02 17:45:00,156.08,lux
2024-01-02 17:50:00,237.12,lux
2024-01-02 17:55:00,168.12,lux
2024-01-02 18:00:00,1.08,lux
2024-01-02 18:05:00,0.0,lux
2024-01-02 18:10:00,0.0,lux
2024-01-02 18:15:00,3.83,lux
2024-01-02 18:20:00,0.0,lux
2024-01-02 18:25:00,9.73,lux
2024-01-02 18:30:00,0.0,lux
2024-01-02 18:35:00,0.0,lux
2024-01-02 18:40:00,1.85,lux
2024-01-02 18:45:00,2.92,lux
2024-01-02 18:50:00,0.0,lux
2024-01-02 18:55:00,0.0,lux
2024-01-02 19:00:00,2.05,lux
2024-01-02 19:05:00,0.0,lux
2024-01-02 19:10:00,6.97,lux
2024-01-02 19:15:00,4.2,lux
2024-01-02 19:20:00,4.36,lux
2024-01-02 19:25:00,0.0,lux
2024-01-02 19:30:00,0.0,lux
2024-01-02 19:35:00,0.0,lux
2024-01-02 19:40:00,0.0,lux
2024-01-02 19:45:00,1.8,lux
2024-01-02 19:50:00,0.0,lux
2024-01-02 19:55:00,3.28,lux
2024-01-02 20:00:00,0.0,lux
2024-01-02 20:05:00,8.6,lux
2024-01-02 20:10:00,0.0,lux
2024-01-02 20:15:00,1.1,lux
2024-01-02 20:20:00,3.96,lux
2024-01-02 20:25:00,0.0,lux
2024-01-02 20:30:00,4.26,lux
2024-01-02 20:35:00,0.0,lux
2024-01-02 20:40:00,7.26,lux
2024-01-02 20:45:00,0.07,lux
2024-01-02 20:50:00,0.0,lux
2024-01-02 20:55:00,0.0,lux
2024-01-02 21:00:00,4.04,lux
2024-01-02 21:05:00,0.0,lux
2024-01-02 21:10:00,0.0,lux
2024-01-02 21:15:00,0.0,lux
2024-01-02 21:20:00,0.0,lux
2024-01-02 21:25:00,9.1,lux
2024-01-02 21:30:00,0.0,lux
2024-01-02 21:35:00,4.16,lux
2024-01-02 21:40:00,1.05,lux
2024-01-02 21:45:00,0.0,lux
2024-01-02 21:50:00,0.0,lux
2024-01-02 21:55:00,3.92,lux
2024-01-02 22:00:00,0.0,lux
2024-01-02 22:05:00,5.97,lux
2024-01-02 22:10:00,5.11,lux
2024-01-02 22:15:00,4.59,lux
2024-01-02 22:20:00,0.0,lux
2024-01-02 22:25:00,0.0,lux
2024-01-02 22:30:00,0.0,lux
2024-01-02 22:35:00,0.98,lux
2024-01-02 22:40:00,2.73,lux
2024-01-02 22:45:00,0.0,lux
2024-01-02 22:50:00,0.0,lux
2024-01-02 22:55:00,0.79,lux
2024-01-02 23:00:00,0.0,lux
2024-01-02 23:05:00,6.46,lux
2024-01-02 23:10:00,2.11,lux
2024-01-02 23:15:00,6.55,lux
2024-01-02 23:20:00,0.0,lux
2024-01-02 23:25:00,4.69,lux
2024-01-02 23:30:00,8.18,lux
2024-01-02 23:35:00,6.56,lux
2024-01-02 23:40:00,0.0,lux
2024-01-02 23:45:00,0.0,lux
2024-01-02 23:50:00,0.0,lux
2024-01-02 23:55:00,2.45,lux
2024-01-03 00:00:00,3.43,lux
2024-01-03 00:05:00,0.0,lux
2024-01-03 00:10:00,0.34,lux
2024-01-03 00:15:00,0.0,lux
2024-01-03 00:20:00,7.21,lux
2024-01-03 00:25:00,0.0,lux
2024-01-03 00:30:00,0.28,lux
2024-01-03 00:35:00,0.0,lux
2024-01-03 00:40:00,5.73,lux
2024-01-03 00:45:00,0.0,lux
2024-01-03 00:50:00,0.0,lux
2024-01-03 00:55:00,0.0,lux
2024-01-03 01:00:00,0.0,lux
2024-01-03 01:05:00,8.63,lux
2024-01-03 01:10:00,0.0,lux
2024-01-03 01:15:00,3.86,lux
2024-01-03 01:20:00,1.78,lux
2024-01-03 01:25:00,6.31,lux
2024-01-03 01:30:00,0.0,lux
2024-01-03 01:35:00,0.0,lux
2024-01-03 01:40:00,5.48,lux
2024-01-03 01:45:00,2.13,lux
2024-01-03 01:50:00,0.0,lux
2024-01-03 01:55:00,0.0,lux
2024-01-03 02:00:00,1.93,lux
2024-01-03 02:05:00,4.19,lux
2024-01-03 02:10:00,0.0,lux
2024-01-03 02:15:00,0.0,lux
2024-01-03 02:20:00,2.62,lux
2024-01-03 02:25:00,0.0,lux
2024-01-03 02:30:00,0.0,lux
2024-01-03 02:35:00,0.0,lux
2024-01-03 02:40:00,4.07,lux
2024-01-03 02:45:00,0.64,lux
2024-01-03 02:50:00,0.0,lux
2024-01-03 02:55:00,6.95,lux
2024-01-03 03:00:00,3.19,lux
2024-01-03 03:05:00,8.08,lux
2024-01-03 03:10:00,0.0,lux
2024-01-03 03:15:00,0.0,lux
2024-01-03 03:20:00,0.0,lux
2024-01-03 03:25:00,0.0,lux
2024-01-03 03:30:00,0.0,lux
2024-01-03 03:35:00,3.13,lux
2024-01-03 03:40:00,0.23,lux
2024-01-03 03:45:00,3.12,lux
2024-01-03 03:50:00,3.52,lux
2024-01-03 03:55:00,10.77,lux
2024-01-03 04:00:00,0.0,lux
2024-01-03 04:05:00,0.0,lux
2024-01-03 04:10:00,1.23,lux
2024-01-03 04:15:00,0.0,lux
2024-01-03 04:20:00,7.41,lux
2024-01-03 04:25:00,0.0,lux
2024-01-03 04:30:00,0.0,lux
2024-01-03 04:35:00,0.0,lux
2024-01-03 04:40:00,3.59,lux
2024-01-03 04:45:00,0.0,lux
2024-01-03 04:50:00,0.0,lux
2024-01-03 04:55:00,8.33,lux
2024-01-03 05:00:00,0.0,lux
2024-01-03 05:05:00,0.18,lux
2024-01-03 05:10:00,3.26,lux
2024-01-03 05:15:00,0.0,lux
2024-01-03 05:20:00,2.4,lux
2024-01-03 05:25:00,0.0,lux
2024-01-03 05:30:00,4.11,lux
2024-01-03 05:35:00,0.0,lux
2024-01-03 05:40:00,3.46,lux
2024-01-03 05:45:00,5.53,lux
2024-01-03 05:50:00,4.31,lux
2024-01-03 05:55:00,1.26,lux
2024-01-03 06:00:00,188.43,lux
2024-01-03 06:05:00,171.18,lux
2024-01-03 06:10:00,273.55,lux
2024-01-03 06:15:00,165.03,lux
2024-01-03 06:20:00,148.15,lux
2024-01-03 06:25:00,233.27,lux
2024-01-03 06:30:00,160.19,lux
2024-01-03 06:35:00,152.5,lux
2024-01-03 06:40:00,127.82,lux
2024-01-03 06:45:00,175.85,lux
2024-01-03 06:50:00,195.86,lux
2024-01-03 06:55:00,212.15,lux
2024-01-03 07:00:00,247.57,lux
2024-01-03 07:05:00,226.34,lux
2024-01-03 07:10:00,190.46,lux
2024-01-03 07:15:00,190.09,lux
2024-01-03 07:20:00,225.51,lux
2024-01-03 07:25:00,263.63,lux
2024-01-03 07:30:00,206.32,lux
2024-01-03 07:35:00,176.54,lux
2024-01-03 07:40:00,150.36,lux
2024-01-03 07:45:00,127.74,lux
2024-01-03 07:50:00,233.31,lux
2024-01-03 07:55:00,228.9,lux
2024-01-03 08:00:00,857.74,lux
2024-01-03 08:05:00,787.13,lux
2024-01-03 08:10:00,940.69,lux
2024-01-03 08:15:00,751.59,lux
2024-01-03 08:20:00,895.53,lux
2024-01-03 08:25:00,796.13,lux
2024-01-03 08:30:00,739.16,lux
2024-01-03 08:35:00,859.25,lux
2024-01-03 08:40:00,840.96,lux
2024-01-03 08:45:00,835.7,lux
2024-01-03 08:50:00,808.13,lux
2024-01-03 08:55:00,796.21,lux
2024-01-03 09:00:00,1038.84,lux
2024-01-03 09:05:00,918.43,lux
2024-01-03 09:10:00,872.28,lux
2024-01-03 09:15:00,811.18,lux
2024-01-03 09:20:00,900.72,lux
2024-01-03 09:25:00,851.8,lux
2024-01-03 09:30:00,802.62,lux
2024-01-03 09:35:00,769.64,lux
2024-01-03 09:40:00,791.91,lux
2024-01-03 09:45:00,482.96,lux
2024-01-03 09:50:00,821.06,lux
2024-01-03 09:55:00,751.15,lux
2024-01-03 10:00:00,959.27,lux
2024-01-03 10:05:00,801.93,lux
